r,P,payback_time
r0.01,p135000,pt11
r0.025,p117000,pt14
r0.02,p102000,pt16
r0.052,p124000,pt17
r0.01,p123000,pt12
r0.02,p127000,pt13
r0.01,p126000,pt12
r0.02,p113000,pt14
r0.025,p131000,pt13
r0.01,p127000,pt12
r0.005,p110000,pt13
r0.025,p133000,pt12
r0.042,p141000,pt13
r0.02,p120000,pt13
r0.023,p131000,pt12
r0.045,p117000,pt17
r0.02,p127000,pt13
r0.057,p136000,pt15
r0.028,p144000,pt11
r0.005,p104000,pt14
r0.059,p124000,pt18
r0.013,p129000,pt12
r0.016,p123000,pt13
r0.013,p117000,pt13
r0.03,p119000,pt14
r0.01,p151000,pt10
r0.018,p118000,pt13
r0.032,p142000,pt12
r0.01,p131000,pt11
r0.01,p132000,pt11
r0.025,p144000,pt11
r0.035,p105000,pt18
r0.057,p84000,pt1000
r0.005,p130000,pt11
r0.042,p118000,pt16
r0.026,p102000,pt17
r0.025,p112000,pt15
r0.027,p132000,pt13
r0.048,p123000,pt16
r0.01,p100000,pt15
r0.01,p111000,pt14
r0.02,p110000,pt15
r0.03,p117000,pt15
r0.021,p106000,pt15
r0.065,p137000,pt16
r0.048,p120000,pt17
r0.01,p125000,pt12
r0.02,p129000,pt12
r0.03,p121000,pt14
r0.01,p126000,pt12
r0.005,p119000,pt12
r0.016,p115000,pt14
r0.01,p101000,pt15
r0.01,p127000,pt12
r0.016,p92000,pt17
r0.005,p137000,pt11
r0.032,p104000,pt17
r0.02,p106000,pt15
r0.01,p114000,pt13
r0.037,p106000,pt18
r0.011,p105000,pt14
r0.025,p127000,pt13
r0.01,p115000,pt13
r0.027,p96000,pt18
r0.01,p116000,pt13
r0.01,p114000,pt13
r0.02,p108000,pt15
r0.05,p139000,pt14
r0.005,p142000,pt10
r0.02,p105000,pt15
r0.023,p121000,pt14
r0.023,p115000,pt14
r0.06,p118000,pt20
r0.01,p126000,pt12
r0.005,p150000,pt10
r0.032,p106000,pt17
r0.02,p133000,pt12
r0.026,p117000,pt14
r0.025,p103000,pt17
r0.027,p137000,pt12
r0.018,p116000,pt14
r0.027,p118000,pt14
r0.035,p92000,pt21
r0.023,p120000,pt14
r0.023,p126000,pt13
r0.016,p126000,pt12
r0.02,p114000,pt14
r0.016,p131000,pt12
r0.02,p128000,pt12
r0.027,p104000,pt17
r0.02,p132000,pt12
r0.007,p128000,pt12
r0.025,p126000,pt13
r0.01,p124000,pt12
r0.028,p135000,pt12
r0.01,p130000,pt12
r0.038,p135000,pt13
r0.023,p125000,pt13
r0.01,p110000,pt14
r0.052,p148000,pt13
r0.005,p121000,pt12
r0.032,p121000,pt14
r0.005,p105000,pt14
r0.052,p113000,pt19
r0.023,p141000,pt11
r0.037,p107000,pt18
r0.005,p123000,pt12
r0.015,p112000,pt14
r0.023,p116000,pt14
r0.016,p123000,pt13
r0.013,p122000,pt13
r0.013,p137000,pt11
r0.038,p140000,pt13
r0.023,p123000,pt13
r0.023,p118000,pt14
r0.023,p134000,pt12
r0.055,p132000,pt16
r0.067,p127000,pt19
r0.016,p139000,pt11
r0.01,p102000,pt15
r0.005,p111000,pt13
r0.023,p113000,pt15
r0.027,p129000,pt13
r0.02,p119000,pt13
r0.02,p128000,pt12
r0.01,p114000,pt13
r0.01,p130000,pt12
r0.033,p103000,pt18
r0.025,p122000,pt14
r0.045,p135000,pt14
r0.01,p125000,pt12
r0.018,p98000,pt16
r0.013,p118000,pt13
r0.005,p112000,pt13
r0.015,p143000,pt11
r0.035,p112000,pt16
r0.025,p123000,pt13
r0.045,p126000,pt15
r0.025,p125000,pt13
r0.048,p128000,pt15
r0.018,p109000,pt15
r0.01,p109000,pt14
r0.02,p118000,pt14
r0.023,p98000,pt17
r0.02,p128000,pt12
r0.027,p113000,pt15
r0.023,p127000,pt13
r0.01,p116000,pt13
r0.02,p121000,pt13
r0.038,p101000,pt19
r0.005,p123000,pt12
r0.03,p111000,pt16
r0.06,p119000,pt20
r0.027,p136000,pt12
r0.01,p115000,pt13
r0.025,p106000,pt16
r0.038,p122000,pt15
r0.025,p108000,pt16
r0.052,p133000,pt15
r0.018,p116000,pt14
r0.01,p122000,pt12
r0.023,p125000,pt13
r0.014,p117000,pt13
r0.018,p132000,pt12
r0.027,p108000,pt16
r0.016,p108000,pt15
r0.02,p127000,pt13
r0.01,p122000,pt12
r0.02,p121000,pt13
r0.009,p124000,pt12
r0.005,p135000,pt11
r0.03,p128000,pt13
r0.013,p118000,pt13
r0.027,p121000,pt14
r0.02,p105000,pt15
r0.01,p118000,pt13
r0.015,p130000,pt12
r0.014,p112000,pt14
r0.025,p111000,pt15
r0.005,p132000,pt11
r0.01,p108000,pt14
r0.027,p117000,pt14
r0.02,p110000,pt15
r0.057,p125000,pt17
r0.038,p120000,pt15
r0.013,p117000,pt13
r0.016,p126000,pt12
r0.02,p92000,pt18
r0.005,p118000,pt12
r0.01,p115000,pt13
r0.025,p131000,pt13
r0.055,p129000,pt16
r0.025,p134000,pt12
r0.057,p140000,pt15
r0.045,p124000,pt16
r0.016,p121000,pt13
r0.005,p116000,pt13
r0.009,p114000,pt13
r0.013,p136000,pt11
r0.023,p138000,pt12
r0.02,p127000,pt13
r0.02,p86000,pt20
r0.027,p133000,pt12
r0.032,p129000,pt13
r0.013,p139000,pt11
r0.005,p108000,pt14
r0.016,p120000,pt13
r0.023,p108000,pt15
r0.02,p107000,pt15
r0.023,p121000,pt14
r0.023,p145000,pt11
r0.02,p100000,pt16
r0.023,p120000,pt14
r0.023,p109000,pt15
r0.02,p133000,pt12
r0.052,p140000,pt14
r0.02,p116000,pt14
r0.005,p131000,pt11
r0.02,p139000,pt11
r0.02,p132000,pt12
r0.038,p115000,pt16
r0.02,p132000,pt12
r0.027,p136000,pt12
r0.02,p123000,pt13
r0.042,p131000,pt14
r0.025,p138000,pt12
r0.045,p122000,pt16
r0.025,p131000,pt13
r0.057,p108000,pt23
r0.005,p103000,pt14
r0.005,p115000,pt13
r0.023,p120000,pt14
r0.01,p128000,pt12
r0.01,p135000,pt11
r0.01,p137000,pt11
r0.023,p133000,pt12
r0.015,p126000,pt12
r0.013,p128000,pt12
r0.013,p152000,pt10
r0.023,p106000,pt16
r0.055,p129000,pt16
r0.013,p122000,pt13
r0.02,p140000,pt11
r0.015,p109000,pt14
r0.035,p138000,pt13
r0.016,p109000,pt14
r0.03,p120000,pt14
r0.027,p105000,pt16
r0.023,p123000,pt13
r0.025,p125000,pt13
r0.038,p141000,pt13
r0.006,p130000,pt11
r0.01,p127000,pt12
r0.014,p123000,pt13
r0.01,p116000,pt13
r0.057,p118000,pt19
r0.042,p111000,pt18
r0.01,p133000,pt11
r0.018,p128000,pt12
r0.02,p128000,pt12
r0.025,p107000,pt16
r0.01,p111000,pt14
r0.023,p143000,pt11
r0.027,p129000,pt13
r0.055,p132000,pt16
r0.02,p110000,pt15
r0.06,p129000,pt17
r0.02,p128000,pt12
r0.01,p105000,pt14
r0.01,p131000,pt11
r0.045,p116000,pt17
r0.013,p123000,pt12
r0.042,p146000,pt12
r0.027,p102000,pt17
r0.032,p123000,pt14
r0.02,p114000,pt14
r0.027,p115000,pt15
r0.025,p113000,pt15
r0.005,p136000,pt11
r0.01,p124000,pt12
r0.02,p119000,pt13
r0.018,p134000,pt12
r0.01,p138000,pt11
r0.02,p104000,pt16
r0.035,p100000,pt19
r0.005,p136000,pt11
r0.02,p102000,pt16
r0.005,p146000,pt10
r0.023,p133000,pt12
r0.016,p117000,pt13
r0.023,p107000,pt16
r0.005,p124000,pt12
r0.023,p109000,pt15
r0.016,p99000,pt16
r0.038,p124000,pt15
r0.01,p106000,pt14
r0.03,p112000,pt16
r0.013,p118000,pt13
r0.025,p128000,pt13
r0.032,p123000,pt14
r0.02,p133000,pt12
r0.01,p125000,pt12
r0.02,p119000,pt13
r0.02,p111000,pt15
r0.027,p116000,pt15
r0.02,p125000,pt13
r0.01,p107000,pt14
r0.005,p118000,pt12
r0.01,p116000,pt13
r0.025,p146000,pt11
r0.025,p131000,pt13
r0.035,p115000,pt16
r0.005,p110000,pt13
r0.006,p103000,pt14
r0.007,p110000,pt13
r0.023,p97000,pt17
r0.02,p95000,pt17
r0.016,p102000,pt15
r0.02,p122000,pt13
r0.02,p109000,pt15
r0.01,p126000,pt12
r0.02,p111000,pt15
r0.025,p112000,pt15
r0.032,p120000,pt15
r0.025,p132000,pt12
r0.013,p106000,pt15
r0.023,p112000,pt15
r0.023,p104000,pt16
r0.01,p125000,pt12
r0.016,p119000,pt13
r0.02,p99000,pt17
r0.035,p121000,pt15
r0.02,p113000,pt14
r0.027,p109000,pt16
r0.02,p119000,pt13
r0.02,p125000,pt13
r0.048,p131000,pt15
r0.023,p143000,pt11
r0.005,p112000,pt13
r0.01,p109000,pt14
r0.013,p121000,pt13
r0.02,p116000,pt14
r0.02,p149000,pt11
r0.01,p122000,pt12
r0.015,p122000,pt13
r0.02,p127000,pt13
r0.02,p98000,pt17
r0.01,p114000,pt13
r0.015,p114000,pt14
r0.028,p131000,pt13
r0.02,p132000,pt12
r0.02,p103000,pt16
r0.01,p106000,pt14
r0.009,p123000,pt12
r0.01,p153000,pt10
r0.02,p109000,pt15
r0.005,p127000,pt12
r0.02,p101000,pt16
r0.025,p129000,pt13
r0.023,p129000,pt13
r0.041,p117000,pt16
r0.05,p119000,pt17
r0.023,p131000,pt12
r0.01,p123000,pt12
r0.02,p127000,pt13
r0.023,p111000,pt15
r0.01,p123000,pt12
r0.02,p125000,pt13
r0.027,p120000,pt14
r0.01,p138000,pt11
r0.03,p108000,pt16
r0.023,p111000,pt15
r0.03,p110000,pt16
r0.01,p103000,pt15
r0.031,p151000,pt11
r0.059,p114000,pt21
r0.02,p109000,pt15
r0.013,p122000,pt13
r0.057,p121000,pt18
r0.055,p124000,pt17
r0.01,p140000,pt11
r0.02,p111000,pt15
r0.01,p128000,pt12
r0.025,p111000,pt15
r0.015,p114000,pt14
r0.02,p108000,pt15
r0.005,p147000,pt10
r0.01,p129000,pt12
r0.01,p143000,pt10
r0.02,p127000,pt13
r0.02,p139000,pt11
r0.02,p119000,pt13
r0.016,p104000,pt15
r0.028,p118000,pt14
r0.013,p113000,pt14
r0.01,p115000,pt13
r0.01,p111000,pt14
r0.018,p141000,pt11
r0.055,p114000,pt20
r0.01,p125000,pt12
r0.02,p134000,pt12
r0.01,p141000,pt11
r0.043,p125000,pt15
r0.01,p117000,pt13
r0.025,p130000,pt13
r0.02,p125000,pt13
r0.045,p112000,pt18
r0.025,p116000,pt14
r0.023,p124000,pt13
r0.025,p111000,pt15
r0.032,p118000,pt15
r0.03,p122000,pt14
r0.055,p102000,pt25
r0.042,p128000,pt15
r0.025,p136000,pt12
r0.023,p94000,pt18
r0.011,p93000,pt16
r0.005,p123000,pt12
r0.043,p127000,pt15
r0.045,p129000,pt15
r0.02,p121000,pt13
r0.018,p87000,pt19
r0.01,p113000,pt13
r0.031,p138000,pt12
r0.016,p122000,pt13
r0.025,p126000,pt13
r0.005,p103000,pt14
r0.016,p126000,pt12
r0.033,p124000,pt14
r0.01,p100000,pt15
r0.016,p103000,pt15
r0.016,p113000,pt14
r0.045,p96000,pt23
r0.013,p115000,pt13
r0.02,p132000,pt12
r0.02,p131000,pt12
r0.005,p120000,pt12
r0.013,p133000,pt11
r0.023,p124000,pt13
r0.01,p135000,pt11
r0.06,p149000,pt14
r0.041,p116000,pt16
r0.021,p128000,pt13
r0.023,p123000,pt13
r0.02,p90000,pt18
r0.015,p130000,pt12
r0.023,p130000,pt12
r0.02,p104000,pt16
r0.023,p102000,pt16
r0.005,p119000,pt12
r0.01,p127000,pt12
r0.025,p128000,pt13
r0.005,p118000,pt12
r0.005,p109000,pt13
r0.015,p110000,pt14
r0.013,p98000,pt16
r0.018,p131000,pt12
r0.06,p100000,pt29
r0.01,p111000,pt14
r0.013,p114000,pt13
r0.023,p111000,pt15
r0.025,p95000,pt18
r0.041,p118000,pt16
r0.048,p101000,pt22
r0.032,p110000,pt16
r0.025,p121000,pt14
r0.025,p123000,pt13
r0.02,p117000,pt14
r0.005,p110000,pt13
r0.005,p102000,pt14
r0.02,p105000,pt15
r0.005,p122000,pt12
r0.025,p141000,pt12
r0.025,p149000,pt11
r0.01,p123000,pt12
r0.023,p125000,pt13
r0.02,p114000,pt14
r0.007,p132000,pt11
r0.01,p112000,pt13
r0.021,p114000,pt14
r0.032,p119000,pt15
r0.025,p131000,pt13
r0.025,p102000,pt17
r0.03,p139000,pt12
r0.02,p133000,pt12
r0.038,p115000,pt16
r0.02,p120000,pt13
r0.016,p114000,pt14
r0.025,p102000,pt17
r0.011,p113000,pt13
r0.062,p119000,pt20
r0.023,p118000,pt14
r0.013,p129000,pt12
r0.02,p128000,pt12
r0.045,p133000,pt14
r0.023,p109000,pt15
r0.02,p132000,pt12
r0.025,p131000,pt13
r0.055,p99000,pt26
r0.027,p109000,pt16
r0.02,p108000,pt15
r0.059,p119000,pt20
r0.01,p137000,pt11
r0.025,p128000,pt13
r0.016,p132000,pt12
r0.052,p127000,pt16
r0.031,p138000,pt12
r0.015,p113000,pt14
r0.027,p115000,pt15
r0.01,p128000,pt12
r0.06,p113000,pt22
r0.023,p116000,pt14
r0.005,p152000,pt10
r0.045,p124000,pt16
r0.027,p115000,pt15
r0.062,p126000,pt18
r0.062,p112000,pt23
r0.013,p120000,pt13
r0.01,p150000,pt10
r0.027,p110000,pt16
r0.027,p118000,pt14
r0.025,p100000,pt17
r0.027,p120000,pt14
r0.02,p100000,pt16
r0.02,p114000,pt14
r0.055,p103000,pt24
r0.025,p130000,pt13
r0.021,p124000,pt13
r0.025,p113000,pt15
r0.01,p132000,pt11
r0.062,p130000,pt17
r0.005,p123000,pt12
r0.02,p106000,pt15
r0.02,p112000,pt14
r0.062,p126000,pt18
r0.052,p119000,pt18
r0.023,p114000,pt14
r0.016,p117000,pt13
r0.015,p131000,pt12
r0.02,p141000,pt11
r0.025,p114000,pt15
r0.041,p111000,pt18
r0.038,p140000,pt13
r0.005,p130000,pt11
r0.02,p108000,pt15
r0.055,p122000,pt18
r0.027,p127000,pt13
r0.01,p109000,pt14
r0.032,p108000,pt17
r0.005,p123000,pt12
r0.005,p131000,pt11
